Student ID,Name,Course,Year,Semester,Gender,Age,Caste,Family Income,Internal Marks,Theory Marks,Practical Marks,Backlogs,Fees Paid,Fees Payment Date,Scholarship Received,Teacher Rating,Teacher Feedback,Library Usage,Medical History Reported,Disciplinary Action,Academic Year,Attendance %,Assignment Submission Rate,Class Participation,Late Submissions,LMS Login Count,Video Lectures Watched,Forum Participation,Study Hours/Week,Assignment Completion Time (Avg),Parental Education,Internet Availability at Home,Stress Level,Mental Health Score,Counselling Opted,Clubs Joined,Events Participation,Volunteer Activities,Enrollment Status
24IT76,Carlos Holmes,BSc-IT,SY,2,Female,23,SC,894180,25,46,20,3,30907,2025-01-18,Yes,3.6,Ten show government public a bill friend.,38,No,Yes,2022-2026,69.86,81.21,1.13,5,156,50,15,7.0,4.7,PG,Yes,Low,1,Yes,2,4,No,Active
24IT77,Lauren Thomas,BSc-IT,SY,1,Female,18,General,476174,20,37,29,1,43596,2025-05-06,Yes,3.7,Prevent mission chair black role scene name.,29,Yes,No,2023-2025,96.09,98.04,3.81,0,53,11,5,3.7,3.0,School,Yes,Medium,9,No,1,0,Yes,Graduated
24IT78,Cynthia Jones,BSc-IT,SY,1,Other,20,SC,280953,26,69,34,1,44638,2025-07-20,Yes,4.9,Their large everything detail window hand camera.,37,Yes,No,2023-2026,71.94,61.03,2.32,1,180,43,15,5.8,1.2,None,Yes,High,3,Yes,3,3,Yes,Dropped Out
24IT79,Kristina Rowe,BSc-IT,SY,1,Other,21,SC,685494,21,67,20,0,43578,2025-03-10,No,4.1,Take he never pull spring significant billion.,7,Yes,Yes,2022-2026,87.22,61.35,1.09,4,53,19,18,1.8,4.5,UG,Yes,High,4,Yes,0,2,Yes,Active
24IT80,Kevin Forbes,BSc-IT,SY,1,Other,21,ST,317594,25,61,36,0,32580,2025-06-12,No,4.4,Food anyone move daughter their.,18,No,No,2023-2025,82.15,79.62,2.46,1,100,42,8,5.4,3.0,School,Yes,High,6,Yes,0,2,Yes,Graduated
24IT81,Johnny Campbell,BSc-IT,SY,1,Other,22,SC,120159,26,47,40,2,32438,2025-06-19,Yes,4.7,Able go hand history.,22,Yes,No,2022-2025,59.71,83.99,1.49,3,131,44,10,3.5,4.4,None,No,Low,4,Yes,2,0,No,Dropped Out
24IT82,Brianna Miles,BSc-IT,SY,1,Male,18,OBC,730434,27,53,50,2,25100,2025-05-29,No,3.7,If health food religious meeting strong animal.,25,Yes,No,2023-2026,74.84,63.13,1.75,3,57,46,13,5.7,3.5,PG,No,Medium,4,No,2,5,No,Graduated
24IT83,David Clarke,BSc-IT,SY,1,Other,23,OBC,309012,25,60,24,2,43763,2025-05-01,Yes,4.9,Fight money anyone interview offer member tax.,47,Yes,No,2024-2025,84.12,65.44,1.2,3,11,48,10,4.2,1.5,PG,No,Low,10,No,3,2,Yes,Graduated
24IT84,Ann Ali,BSc-IT,SY,1,Male,22,OBC,377292,30,55,26,0,30962,2025-03-20,Yes,4.7,Early term back wish general nice.,11,No,No,2024-2025,94.87,70.18,4.32,1,112,32,18,5.6,4.3,School,Yes,Low,6,Yes,2,5,Yes,Graduated
24IT85,Amber Acosta DDS,BSc-IT,SY,1,Female,18,General,923755,21,40,25,1,39516,2025-05-22,Yes,3.6,Majority husband current.,18,Yes,Yes,2023-2025,76.37,86.7,1.83,4,89,49,5,3.9,3.7,PG,No,Low,4,No,3,1,No,Graduated
24IT86,Nicole Scott,BSc-IT,SY,2,Male,19,General,217655,25,50,25,3,49872,2025-06-25,Yes,3.7,Explain either half top policy.,15,Yes,No,2024-2026,61.44,72.37,1.34,4,122,27,2,6.4,4.1,UG,No,Medium,9,No,0,4,No,Active
24IT87,Kristen Kim,BSc-IT,SY,2,Female,20,SC,620222,23,65,44,3,25579,2025-05-18,Yes,4.1,Team resource training.,30,Yes,Yes,2024-2025,99.97,94.92,3.45,3,20,26,7,9.1,2.1,PG,Yes,High,2,Yes,0,5,Yes,Graduated
24IT88,Jenny Jones,BSc-IT,SY,1,Other,20,SC,647353,26,65,44,1,41860,2025-06-02,No,4.5,Question too visit hand thus.,49,No,Yes,2024-2026,88.34,75.61,1.66,2,100,29,19,6.5,4.9,UG,Yes,Medium,1,Yes,3,4,Yes,Active
24IT89,Stacie Taylor,BSc-IT,SY,1,Female,22,OBC,665767,22,61,40,0,36738,2025-02-04,Yes,3.8,Letter medical expert too.,32,Yes,No,2024-2026,99.91,97.29,3.42,1,38,6,14,5.5,4.1,UG,No,Low,3,Yes,1,4,No,Active
24IT90,Kimberly Graham,BSc-IT,SY,1,Male,19,ST,396343,20,59,24,1,23078,2025-02-22,No,4.8,Because significant left a.,4,Yes,No,2024-2026,97.25,62.23,2.54,3,96,33,6,2.9,1.1,None,No,Medium,3,No,1,5,No,Graduated
24IT91,Jeanette Conley,BSc-IT,SY,1,Other,18,OBC,805201,25,49,27,0,22602,2025-06-04,No,4.6,Car movie five professor sort cell.,27,Yes,No,2023-2026,59.25,93.07,3.46,1,35,7,12,8.2,5.0,School,No,Low,4,No,1,3,No,Active
24IT92,Krystal Martin,BSc-IT,SY,2,Male,22,ST,139540,25,62,50,1,49132,2025-01-26,No,3.6,Sing TV entire itself green.,38,No,Yes,2022-2025,56.2,87.95,2.09,2,41,13,5,7.8,2.6,PG,Yes,Low,10,No,2,4,No,Active
24IT93,Jose Wolfe,BSc-IT,SY,2,Other,20,General,964258,28,70,31,3,30839,2025-02-25,No,4.5,Huge from near represent attorney movie.,28,Yes,No,2023-2026,82.97,95.1,4.4,3,115,19,3,3.4,4.7,None,No,Low,7,No,0,1,No,Dropped Out
24IT94,Teresa Miller,BSc-IT,SY,1,Female,21,General,816199,25,53,35,0,43875,2025-04-27,Yes,4.8,Exactly foot second Mrs.,41,Yes,Yes,2024-2026,53.12,86.38,4.82,1,73,10,18,8.5,2.5,None,No,Medium,3,No,2,0,No,Graduated
24IT95,Steven Holmes,BSc-IT,SY,1,Female,22,OBC,255328,21,54,21,3,48242,2025-07-06,No,4.4,Lawyer trade sea people.,39,No,Yes,2023-2025,76.51,60.62,1.69,1,119,11,11,1.4,2.6,UG,Yes,Medium,3,Yes,2,5,No,Active
24IT96,Katie Medina,BSc-IT,SY,1,Female,21,OBC,326118,28,53,32,1,30690,2025-07-07,No,4.5,Performance animal fish blue all need part.,46,No,No,2024-2026,76.87,91.52,4.74,1,69,46,11,3.6,1.9,PG,No,Low,3,Yes,1,5,No,Dropped Out
24IT97,Holly Gonzalez,BSc-IT,SY,2,Female,23,SC,159863,20,39,48,0,34044,2025-02-12,No,3.7,Mean maybe respond likely do.,19,No,No,2023-2025,65.75,92.21,3.4,0,37,36,3,6.5,3.8,UG,Yes,High,1,Yes,0,1,Yes,Dropped Out
24IT98,Justin Rivera,BSc-IT,SY,2,Other,23,SC,242189,30,32,21,2,27820,2025-02-27,No,3.6,Type year nature police sometimes.,49,No,Yes,2022-2025,84.09,60.8,1.19,3,119,13,6,3.4,3.0,PG,Yes,High,4,No,3,4,Yes,Graduated
24IT99,Daniel Key,BSc-IT,SY,2,Male,23,SC,606785,29,54,29,1,48394,2025-02-05,Yes,4.0,Spend place second give light.,25,Yes,Yes,2022-2025,61.27,61.24,1.22,3,148,37,9,3.7,1.8,School,Yes,High,10,Yes,3,5,Yes,Dropped Out
24IT100,Steven Armstrong,BSc-IT,SY,1,Female,22,General,685450,24,53,28,2,48428,2025-04-16,Yes,4.1,Discussion black strategy catch report give.,48,Yes,No,2022-2026,75.14,95.84,4.08,4,82,29,12,1.5,2.8,None,Yes,Medium,6,No,3,0,Yes,Dropped Out
24IT101,Kelly May,BSc-IT,SY,2,Female,22,General,232225,26,68,33,1,36290,2025-07-24,No,4.1,Drive far president box feel attorney instead state.,24,Yes,No,2023-2026,96.39,85.34,2.22,0,86,12,10,5.7,4.3,School,No,Medium,7,Yes,1,1,No,Dropped Out
24IT102,Bianca Wilson,BSc-IT,SY,2,Female,20,OBC,679538,30,33,43,3,31138,2025-04-14,No,4.1,Result exactly model money single with.,39,No,No,2022-2025,66.48,78.25,3.56,2,82,43,19,5.3,4.4,UG,Yes,Medium,6,Yes,3,4,Yes,Graduated
24IT103,Patricia Obrien,BSc-IT,SY,1,Other,22,SC,688958,20,44,48,0,21424,2025-06-11,No,3.5,Stand fill Democrat recently center thousand.,9,Yes,Yes,2023-2025,90.17,95.64,2.11,3,148,37,11,8.2,4.0,School,Yes,Low,9,No,2,2,No,Active
24IT104,Adam Palmer,BSc-IT,SY,2,Other,21,General,781287,24,58,38,0,48059,2025-07-21,Yes,4.9,First lead college reflect.,45,Yes,No,2022-2026,58.91,94.49,1.86,4,164,24,19,7.3,2.1,School,No,Low,2,Yes,3,4,Yes,Graduated
24IT105,Brittany Mclaughlin,BSc-IT,SY,2,Female,22,General,220505,22,63,27,2,38131,2025-06-09,Yes,4.9,Process whether people compare plant son.,14,No,No,2022-2025,96.22,91.51,1.82,0,79,29,4,5.0,4.7,UG,Yes,High,2,No,2,3,Yes,Graduated
24IT106,Crystal Smith,BSc-IT,SY,2,Female,23,ST,582406,27,41,50,0,39760,2025-05-10,No,3.8,Role single before follow show floor.,13,No,No,2023-2025,89.79,86.68,3.34,1,77,18,14,1.8,1.9,UG,Yes,High,2,Yes,0,2,No,Dropped Out
24IT107,Austin Glass,BSc-IT,SY,1,Male,18,ST,579423,25,68,29,0,26195,2025-04-07,Yes,3.8,Few ago treat water coach above quite.,21,Yes,Yes,2022-2026,76.67,73.07,1.01,5,57,15,18,2.9,1.2,School,Yes,Low,4,Yes,0,1,Yes,Dropped Out
24IT108,Tabitha Robles,BSc-IT,SY,1,Male,20,SC,413523,29,62,44,2,48531,2025-05-23,No,4.0,Baby culture treatment woman.,44,Yes,No,2024-2025,94.76,87.48,3.55,4,44,38,2,6.4,1.5,UG,Yes,Low,5,No,0,1,No,Active
24IT109,Courtney Jimenez,BSc-IT,SY,1,Male,18,General,439472,29,56,42,3,47290,2025-01-15,Yes,4.7,Four still executive where measure environment.,18,Yes,No,2024-2025,79.43,78.72,3.74,1,21,19,1,5.2,4.5,None,No,Medium,8,No,1,5,No,Dropped Out
24IT110,Pamela Jones,BSc-IT,SY,2,Other,19,General,417552,25,61,26,0,38608,2025-03-06,Yes,4.9,Across back worry popular whatever.,21,No,Yes,2022-2025,59.39,68.56,3.0,0,13,25,16,8.5,1.3,UG,No,High,4,No,1,0,No,Dropped Out
24IT111,Alyssa Joseph,BSc-IT,SY,1,Other,20,SC,822125,26,36,25,2,48700,2025-05-21,No,3.0,Evidence outside picture appear a.,24,No,Yes,2024-2025,69.03,96.07,4.73,0,190,41,14,2.1,2.1,School,No,High,7,No,2,1,No,Graduated
24IT112,Sophia Davis,BSc-IT,SY,1,Male,23,OBC,591686,27,49,25,2,43774,2025-06-07,Yes,4.2,Grow many under economic whatever friend.,39,Yes,No,2023-2025,60.77,67.21,4.72,4,144,18,0,2.9,2.1,PG,No,High,5,Yes,0,5,Yes,Dropped Out
24IT113,Grace Doyle,BSc-IT,SY,2,Male,19,General,933936,28,31,36,3,21310,2025-02-11,No,3.8,Involve down appear religious partner seat care usually.,29,Yes,No,2024-2026,75.06,90.72,3.92,1,76,26,3,6.1,3.4,School,Yes,Low,2,Yes,1,3,Yes,Dropped Out
24IT114,Jessica Smith,BSc-IT,SY,2,Other,18,OBC,155055,27,46,41,0,42954,2025-03-22,Yes,4.4,Positive evening Mr current catch.,18,Yes,No,2023-2026,64.52,77.67,4.07,4,106,47,10,8.7,4.5,PG,No,Low,1,Yes,2,5,Yes,Graduated
24IT115,Thomas Carroll,BSc-IT,SY,1,Female,23,SC,530797,23,41,32,0,24969,2025-05-16,No,3.8,Happen hear total will including prove.,40,Yes,No,2023-2026,83.9,91.48,3.53,4,151,9,4,9.1,1.8,School,Yes,Low,2,No,1,5,No,Active
24IT116,Gregory Smith,BSc-IT,SY,2,Female,18,SC,285134,21,67,42,3,33026,2025-03-18,Yes,3.1,Lead man alone forward.,31,No,No,2024-2025,98.0,89.04,4.3,1,51,36,1,5.7,2.3,None,No,Medium,4,No,3,2,Yes,Dropped Out
24IT117,Jack Cruz,BSc-IT,SY,1,Male,23,General,383495,20,60,49,2,30092,2025-03-10,Yes,5.0,Child per safe strong tree long.,15,No,No,2023-2026,88.85,75.82,5.0,1,12,17,0,3.0,3.8,School,No,Medium,3,Yes,1,5,No,Active
24IT118,Allison Delacruz,BSc-IT,SY,2,Male,22,SC,321250,26,64,30,2,48523,2025-05-03,Yes,3.4,Some take where fill free.,42,Yes,Yes,2022-2026,54.02,93.77,1.25,4,125,44,5,8.3,2.2,None,No,Medium,3,Yes,2,5,Yes,Dropped Out
24IT119,Anna Edwards,BSc-IT,SY,2,Other,22,SC,893366,20,35,49,0,49868,2025-07-17,Yes,4.9,Table player heavy yard teacher.,15,Yes,Yes,2023-2026,96.32,81.97,1.98,2,16,41,3,6.9,2.8,PG,Yes,Low,5,No,2,1,No,Dropped Out
24IT120,Barbara Clarke,BSc-IT,SY,2,Female,20,SC,769896,29,52,46,2,45419,2025-06-14,No,4.8,Water month want expert recently Republican.,24,No,No,2023-2026,99.18,73.12,1.84,2,140,17,6,4.8,2.2,None,No,Low,10,No,1,5,Yes,Dropped Out
24IT121,Lindsey Pennington,BSc-IT,SY,1,Other,21,General,315285,21,63,39,2,24428,2025-06-14,No,5.0,Budget hotel must everyone improve.,24,Yes,Yes,2023-2026,73.08,85.31,1.92,5,176,40,15,4.6,1.1,None,Yes,Medium,6,No,0,4,No,Graduated
24IT122,Michael Gomez,BSc-IT,SY,1,Male,22,ST,178633,20,44,28,0,21403,2025-01-22,Yes,4.5,Instead property grow cut control the yes.,32,No,Yes,2023-2026,98.93,75.44,4.22,3,48,45,16,2.6,2.7,School,No,Low,10,No,2,1,No,Dropped Out
24IT123,Christopher Wilson,BSc-IT,SY,1,Other,22,OBC,642042,22,42,23,2,40970,2025-01-26,Yes,3.1,Personal dog establish carry federal interview he.,12,No,Yes,2022-2026,50.78,62.06,2.95,5,15,8,11,2.4,1.2,PG,Yes,High,1,Yes,1,0,Yes,Graduated
24IT124,Jeremy Maynard,BSc-IT,SY,1,Male,23,OBC,552159,26,41,50,0,33229,2025-01-11,Yes,4.6,Various enter example able answer hair.,37,No,No,2024-2025,53.5,80.39,2.69,1,166,6,18,5.4,3.5,UG,Yes,Medium,6,Yes,3,1,No,Graduated
24IT125,Charles Espinoza,BSc-IT,SY,2,Other,22,ST,381128,22,52,20,2,49856,2025-04-05,Yes,4.3,Record board art arm yard.,49,Yes,No,2023-2025,61.46,97.0,3.25,5,59,50,7,3.1,3.1,UG,Yes,Low,6,Yes,0,4,Yes,Graduated
24IT126,Tracy Long,BSc-IT,SY,2,Female,19,ST,476182,27,54,38,1,26613,2025-02-21,No,4.4,Off out quite improve key Democrat them.,45,Yes,Yes,2024-2025,99.01,73.67,3.76,4,42,8,18,8.2,1.9,PG,No,Medium,5,Yes,1,1,Yes,Graduated
24IT127,Melissa Madden,BSc-IT,SY,1,Other,23,General,119617,26,33,40,3,42970,2025-07-21,Yes,3.0,Group course choice I exist.,7,No,Yes,2023-2025,95.36,92.5,4.27,4,197,26,13,3.9,1.8,School,Yes,Medium,3,No,2,5,No,Dropped Out
24IT128,Katelyn Leon,BSc-IT,SY,2,Male,21,ST,113129,26,31,24,0,47861,2025-01-30,Yes,3.8,Choose several phone real bed garden but local.,49,No,Yes,2022-2026,93.2,60.4,2.88,0,57,14,9,5.8,1.5,School,Yes,High,9,Yes,1,3,Yes,Graduated
24IT129,Erica Ford,BSc-IT,SY,1,Male,22,OBC,200799,23,35,45,2,30606,2025-01-29,No,4.1,I film section party report fish become through.,50,No,No,2024-2026,89.9,62.25,2.52,2,73,10,8,8.8,1.5,School,Yes,Medium,2,Yes,1,1,Yes,Graduated
24IT130,Gerald Fields,BSc-IT,SY,2,Male,20,SC,652549,24,54,45,2,20311,2025-02-14,Yes,4.9,Father this common another scientist office style.,2,Yes,Yes,2022-2025,64.42,83.77,3.37,1,181,22,12,10.0,1.3,None,No,High,7,Yes,3,5,Yes,Active
24IT131,David Miles DDS,BSc-IT,SY,2,Female,20,General,782466,22,62,25,2,47636,2025-06-06,Yes,4.6,Party exactly campaign single.,6,No,No,2022-2026,67.69,86.84,1.45,4,91,13,2,7.4,2.7,UG,No,Medium,7,No,0,2,No,Active
24IT132,Tamara Donaldson,BSc-IT,SY,2,Female,23,General,306133,25,40,36,1,28540,2025-04-06,No,4.4,Light back there nearly role style.,15,Yes,Yes,2022-2025,87.19,71.95,5.0,2,77,16,15,2.6,2.2,School,Yes,High,2,No,3,0,Yes,Active
24IT133,Nicole Owen,BSc-IT,SY,2,Other,22,General,226582,20,50,35,2,22604,2025-03-27,No,5.0,Number property consumer significant.,9,Yes,Yes,2024-2026,58.22,92.31,1.72,2,122,23,4,4.1,1.6,PG,No,Medium,7,No,2,3,No,Dropped Out
24IT134,Mr. Leonard Bentley,BSc-IT,SY,1,Other,21,OBC,229636,24,62,25,1,32263,2025-07-28,No,4.3,Get side major city.,22,No,Yes,2023-2026,87.04,83.22,2.78,3,132,7,11,6.5,3.7,PG,Yes,High,8,No,1,2,No,Active
24IT135,Randall Ramirez,BSc-IT,SY,1,Other,23,General,284788,23,62,48,0,27376,2025-03-18,Yes,4.2,Seek clear best example data near condition by.,43,Yes,Yes,2023-2025,68.93,71.57,4.31,2,50,41,10,4.2,4.4,None,Yes,Low,8,No,2,3,Yes,Graduated
24IT136,Hannah Lambert,BSc-IT,SY,2,Female,19,ST,248080,22,39,38,2,31903,2025-07-14,No,3.4,Style line student today building.,50,Yes,Yes,2023-2026,81.71,83.43,1.22,5,48,25,10,2.6,4.4,None,No,Medium,3,Yes,0,4,No,Dropped Out
24IT137,Linda Jones,BSc-IT,SY,1,Other,18,OBC,745926,25,54,48,2,31110,2025-03-10,Yes,4.1,Will over west myself vote marriage effort every.,4,No,No,2023-2026,97.34,71.96,3.95,2,70,35,8,7.7,4.8,None,Yes,High,5,Yes,0,3,No,Active
24IT138,James Sparks,BSc-IT,SY,1,Female,18,OBC,604076,30,40,22,0,44630,2025-02-27,Yes,4.0,Arrive step play create door adult.,49,No,Yes,2022-2026,63.7,78.54,3.13,0,134,21,19,9.5,3.0,PG,Yes,High,10,Yes,1,2,Yes,Active
24IT139,William Hart,BSc-IT,SY,1,Female,20,OBC,390800,28,34,40,1,37973,2025-06-11,Yes,3.6,Away them would not clear heavy none.,45,No,Yes,2024-2025,72.83,82.48,3.22,0,133,16,10,6.4,4.3,School,No,Medium,2,No,1,2,Yes,Graduated
24IT140,Michael Schmitt,BSc-IT,SY,2,Male,22,SC,700265,29,61,46,3,39807,2025-07-05,No,4.8,Leg blue involve road forward not stop company.,7,Yes,No,2022-2026,69.77,89.94,4.8,1,30,47,16,4.3,3.2,School,Yes,Low,4,Yes,2,3,No,Graduated
24IT141,Gabrielle Phillips,BSc-IT,SY,1,Male,19,SC,459970,27,48,28,3,47746,2025-02-24,Yes,4.6,Stand open suddenly certainly effect listen also.,23,No,No,2022-2025,57.56,76.67,1.24,2,118,42,20,8.4,2.3,UG,No,High,10,Yes,0,5,No,Graduated
24IT142,Thomas Gutierrez,BSc-IT,SY,2,Male,18,SC,846888,23,40,36,2,29619,2025-05-24,No,4.2,Give subject country guy democratic environmental conference.,47,Yes,Yes,2024-2026,90.83,70.89,4.53,3,15,11,4,9.7,3.9,None,No,Low,4,Yes,3,1,No,Dropped Out
24IT143,Christopher Harper,BSc-IT,SY,1,Other,21,SC,396279,27,52,40,3,29041,2025-01-16,No,3.6,Enter general law during sport arrive quite.,13,No,Yes,2023-2025,85.21,75.96,1.88,0,159,35,20,7.8,4.6,UG,No,Low,10,Yes,3,5,Yes,Active
24IT144,Kevin Taylor,BSc-IT,SY,2,Other,23,ST,195491,20,68,47,1,23073,2025-05-26,No,3.5,Interest finally be I much free level.,25,No,Yes,2024-2026,70.43,64.36,1.96,1,131,38,9,4.5,4.6,UG,Yes,Medium,4,Yes,0,4,Yes,Graduated
24IT145,Riley Wilcox,BSc-IT,SY,1,Male,19,OBC,396407,28,63,33,2,46992,2025-01-20,Yes,3.0,Performance man young whose.,10,No,No,2023-2025,77.2,71.56,3.22,4,107,34,17,4.2,1.2,School,Yes,Low,1,No,3,5,No,Active
24IT146,Theresa Franklin,BSc-IT,SY,2,Male,22,ST,885450,22,36,34,0,41597,2025-06-29,Yes,3.9,Study group role bill not range find.,46,Yes,Yes,2024-2025,70.65,63.19,2.41,5,40,23,5,3.0,3.3,None,Yes,Low,5,Yes,1,1,No,Graduated
24IT147,Edward Hayes,BSc-IT,SY,2,Male,22,ST,954633,26,41,30,1,43850,2025-04-21,Yes,4.3,She board draw factor poor.,23,Yes,No,2024-2026,99.63,77.94,2.55,0,136,7,14,6.9,1.9,PG,Yes,Medium,7,Yes,1,5,No,Graduated
24IT148,John Olson,BSc-IT,SY,2,Other,18,ST,800223,28,35,25,1,35268,2025-06-01,Yes,3.0,Hot detail too magazine key hot well practice.,26,No,No,2024-2026,60.87,70.89,2.84,4,49,22,13,8.1,1.1,None,Yes,Low,2,Yes,0,5,No,Dropped Out
24IT149,Thomas Smith,BSc-IT,SY,1,Other,22,OBC,621716,30,67,30,1,29285,2025-06-12,No,3.9,Want western common eight action.,14,Yes,Yes,2022-2026,84.15,75.36,3.97,2,23,10,15,1.0,1.8,None,No,Medium,7,No,0,2,No,Active
24IT150,Alexis Pace,BSc-IT,SY,2,Female,21,SC,387892,22,31,46,2,37040,2025-06-20,Yes,3.9,Property audience detail account structure.,39,No,Yes,2024-2026,68.64,87.18,3.96,1,106,34,12,7.2,4.0,School,No,Low,9,No,1,4,No,Active
24IT151,Thomas Horne,BSc-IT,SY,2,Female,21,SC,216961,24,38,34,1,39526,2025-02-14,No,3.1,Happy letter decade everybody defense pressure it hold.,3,Yes,No,2024-2026,92.02,64.88,2.77,2,27,28,16,7.8,1.2,UG,No,Low,9,Yes,2,3,No,Active
24IT152,Nancy Smith,BSc-IT,SY,1,Female,21,OBC,669338,21,48,35,0,42780,2025-06-22,Yes,4.6,Thus fact design situation.,20,Yes,Yes,2024-2026,54.68,78.94,1.94,1,117,26,7,8.3,1.5,PG,No,High,6,Yes,1,2,Yes,Dropped Out
24IT153,Matthew Lynch,BSc-IT,SY,1,Male,20,ST,838159,24,36,35,2,27657,2025-01-09,Yes,4.3,Better white manage.,11,Yes,No,2024-2025,86.18,95.95,1.97,1,68,38,18,3.1,4.4,School,No,Low,6,No,2,0,No,Active
24IT154,Matthew Woodward,BSc-IT,SY,1,Other,21,SC,679981,28,56,29,1,48786,2025-07-04,Yes,4.8,Treatment by owner six upon only prove college.,18,Yes,Yes,2023-2026,72.82,60.03,1.92,5,42,17,1,3.9,4.8,UG,Yes,Medium,1,No,1,2,No,Dropped Out
24IT155,Gary Hammond,BSc-IT,SY,2,Other,18,ST,479984,21,34,49,0,33301,2025-04-30,Yes,4.8,Read add operation politics near human.,23,No,Yes,2022-2025,66.38,99.06,1.17,1,153,41,7,8.1,3.7,School,No,Medium,4,Yes,2,3,Yes,Active
24IT156,Beth Diaz,BSc-IT,SY,1,Male,18,ST,655173,30,45,47,0,27542,2025-06-26,Yes,3.3,Result relate state democratic down billion.,32,Yes,No,2024-2026,67.95,85.89,1.65,0,66,36,5,5.1,2.3,UG,No,Low,4,No,1,0,Yes,Dropped Out
24IT157,David Smith,BSc-IT,SY,1,Male,18,SC,671387,26,60,43,2,35735,2025-03-31,Yes,3.7,Owner economic rise behavior quality teacher serious talk.,9,Yes,Yes,2023-2026,90.71,83.04,3.63,4,39,43,11,7.4,3.5,School,Yes,Low,7,No,1,4,No,Graduated
24IT158,James Turner,BSc-IT,SY,1,Female,19,General,452809,30,52,41,3,47781,2025-04-22,Yes,4.3,Seat push enjoy voice.,4,Yes,Yes,2024-2025,60.45,68.6,4.75,1,153,32,9,2.1,1.5,PG,Yes,Medium,4,No,2,2,Yes,Active
24IT159,Ricardo Gonzales,BSc-IT,SY,2,Male,22,OBC,408297,28,67,21,2,46131,2025-07-13,No,4.2,Light factor charge field rock example.,7,No,No,2023-2026,71.9,66.35,1.72,2,127,36,8,3.0,1.9,PG,No,Medium,10,No,2,3,No,Graduated
24IT160,Jeremy Kim,BSc-IT,SY,1,Male,20,ST,711937,28,48,48,3,47813,2025-07-25,Yes,4.5,Travel road sometimes note.,1,Yes,Yes,2023-2026,73.74,60.07,3.61,0,163,36,10,2.6,2.3,School,No,High,10,Yes,0,1,No,Dropped Out
24IT161,Paul Johnson,BSc-IT,SY,1,Male,20,SC,344950,28,44,31,3,30341,2025-01-15,No,4.6,Read compare help up which item.,43,Yes,No,2023-2026,95.04,71.95,4.06,4,67,38,16,2.0,1.6,School,Yes,Medium,3,Yes,0,3,No,Dropped Out
24IT162,Richard Morton,BSc-IT,SY,2,Male,23,OBC,624831,30,62,37,1,27185,2025-03-01,Yes,4.5,Figure sign class word structure military remember.,18,No,Yes,2022-2025,53.22,87.0,2.57,1,180,12,12,6.0,4.9,UG,Yes,High,1,No,3,0,No,Active
24IT163,Lindsay Hopkins,BSc-IT,SY,2,Female,22,OBC,704160,21,31,47,2,21808,2025-06-01,No,5.0,Discussion important as environment find need media cover.,49,Yes,No,2024-2025,61.8,98.77,3.2,5,173,24,0,2.4,4.9,None,No,Medium,7,Yes,2,2,No,Dropped Out
24IT164,Alyssa Turner,BSc-IT,SY,2,Male,19,ST,345157,20,57,38,1,49179,2025-07-02,Yes,3.6,Assume call choice.,49,No,No,2022-2025,69.54,98.56,1.07,0,27,23,4,6.8,1.4,UG,Yes,Medium,4,No,2,3,No,Active
24IT165,Jeanette Harris,BSc-IT,SY,2,Other,18,General,163722,20,64,27,2,49396,2025-01-21,No,3.0,Artist article something visit.,23,No,No,2022-2025,97.32,84.52,3.68,2,38,11,18,4.5,4.0,PG,Yes,Medium,9,Yes,1,5,No,Graduated
24IT166,Amy Glover,BSc-IT,SY,2,Female,21,OBC,442023,20,47,30,3,46756,2025-02-23,Yes,3.3,Why process almost.,28,No,Yes,2022-2025,67.26,72.22,2.47,2,87,25,5,4.2,4.8,UG,Yes,High,6,No,0,4,Yes,Dropped Out
24IT167,Dustin Moody,BSc-IT,SY,1,Other,22,General,294315,26,30,38,3,21983,2025-04-14,Yes,3.7,Inside room difficult by way.,26,Yes,Yes,2023-2026,88.96,97.82,3.45,0,135,31,9,5.9,2.5,UG,Yes,Medium,7,Yes,3,2,No,Graduated
24IT168,Carly Davidson,BSc-IT,SY,1,Female,20,SC,197628,25,59,20,1,22136,2025-02-22,Yes,3.4,Hot owner letter long manager but.,40,No,No,2024-2026,53.95,95.28,3.31,0,160,21,18,6.0,2.5,None,No,High,3,No,1,2,No,Active
24IT169,Danielle Hodge,BSc-IT,SY,1,Male,18,OBC,210136,27,52,50,1,39528,2025-06-24,Yes,3.6,Mouth opportunity build know bad short.,14,Yes,Yes,2022-2026,90.35,75.02,1.64,4,149,27,15,3.7,4.9,School,No,High,7,No,0,1,No,Active
24IT170,Catherine Wood,BSc-IT,SY,1,Other,19,SC,353552,21,67,21,3,50000,2025-07-10,Yes,4.3,Example keep tax spring condition win dog marriage.,35,Yes,No,2024-2025,79.76,87.74,3.25,2,72,18,2,3.6,3.3,School,No,High,4,Yes,3,2,No,Graduated
24IT171,Rachel Thomas,BSc-IT,SY,2,Male,21,ST,266419,27,51,39,0,42773,2025-01-23,Yes,4.2,Resource add she voice.,26,Yes,Yes,2024-2026,72.97,64.48,2.81,4,17,48,18,5.5,2.0,PG,No,High,2,Yes,3,3,No,Graduated
